,Student,M1,T1,W1,TH1,F1,M2,T2,W2,TH2,F2,M3,T3,W3,TH3,F3,M4,T4,W4,TH4,F4,M5,T5,W5,TH5,F5,M6,T6,W6,TH6,F6,M7,T7,W7,TH7,F7
934,935,5,5,5,5,5,2,3,3,4,5,4,5,5,5,5,4,5,5,6,7,6,6,6,7,7,2,2,2,2,3,2,2,2,2,2
935,936,3,4,4,5,6,4,5,6,6,7,3,4,4,4,5,6,6,7,7,7,1,1,2,3,3,5,5,5,7,7,7,7,7,7,8
936,937,5,5,5,5,6,3,3,4,5,5,4,4,5,5,5,3,3,4,4,4,6,7,7,7,7,6,6,6,6,8,8,7,9,9,10
937,938,4,4,5,5,5,2,2,3,3,4,5,5,6,7,7,3,4,5,6,6,4,4,4,4,4,5,6,6,6,6,6,6,6,6,7
938,939,5,5,5,5,7,3,3,4,5,5,5,6,6,7,7,3,4,4,4,5,4,4,4,5,6,5,6,6,6,7,7,7,8,7,8
939,940,5,5,5,6,6,3,4,4,4,5,5,5,5,6,6,4,5,5,5,5,1,1,1,1,2,6,6,6,6,7,7,7,7,7,8
940,941,2,3,3,3,3,2,3,4,5,6,4,4,5,5,5,1,2,2,2,3,2,2,3,4,4,4,4,4,6,7,7,7,8,8,9
941,942,3,3,3,4,5,3,4,5,6,7,4,5,6,7,7,1,1,1,2,2,4,4,4,4,4,5,5,5,6,6,6,6,7,7,8
942,943,2,3,4,4,4,1,2,2,3,3,2,2,3,3,4,3,4,4,4,5,6,7,7,7,7,3,3,3,4,4,3,3,4,4,5
943,944,3,3,3,4,5,4,5,6,6,7,5,6,6,6,6,3,3,4,5,6,3,4,4,5,6,5,6,6,6,8,8,8,9,9,9
944,945,4,5,5,6,7,5,5,6,6,7,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,7,8,7,8,8,9,9
945,946,5,5,5,6,7,5,5,6,6,6,4,4,4,5,5,4,5,5,6,6,5,6,7,7,7,5,6,6,7,7,7,7,7,8,8
946,947,1,2,3,4,4,5,5,5,5,6,2,3,3,3,3,3,3,4,5,5,6,7,7,7,7,1,1,2,2,3,2,2,3,3,3
947,948,2,2,2,2,3,1,1,1,2,2,2,2,2,3,4,2,2,3,4,5,3,4,4,5,6,1,2,2,3,4,4,4,4,4,5
948,949,3,4,4,4,5,5,5,5,5,5,2,3,4,5,5,2,2,3,3,4,6,7,7,7,7,2,2,2,2,3,2,3,3,3,3
949,950,2,2,3,3,4,4,4,4,4,4,5,6,6,7,7,1,1,1,2,2,4,4,4,4,5,6,6,6,6,6,7,7,8,7,8
950,951,4,5,5,6,6,2,3,3,3,4,3,4,4,5,6,3,3,4,5,5,5,6,6,7,7,4,4,4,4,5,4,4,5,4,5
951,952,5,5,5,5,5,3,3,4,4,4,1,2,2,2,3,3,4,5,6,6,4,5,5,6,6,4,5,6,6,7,6,6,7,7,8
952,953,3,4,4,4,5,2,3,3,4,5,4,4,4,4,4,2,3,4,5,6,1,2,2,3,3,4,4,5,5,5,5,5,5,5,5
953,954,1,1,2,3,3,3,4,5,5,6,2,3,4,5,6,6,6,6,7,7,4,4,5,5,6,6,6,6,6,6,6,6,7,7,8
954,955,2,3,3,4,5,5,5,6,6,6,3,3,3,3,4,4,5,6,6,7,6,6,7,7,7,1,1,2,2,3,2,2,2,2,3
955,956,3,4,5,5,5,1,1,1,2,3,1,1,2,3,3,2,2,3,4,5,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1
956,957,2,2,2,3,4,5,5,5,5,5,1,1,1,2,2,5,6,6,6,6,5,5,6,7,7,2,3,4,5,6,5,6,6,6,7
957,958,1,2,3,4,5,3,4,4,5,5,2,3,4,5,5,2,2,2,3,3,5,5,5,5,5,2,3,3,3,4,3,3,5,4,5
958,959,2,2,2,2,3,4,5,5,5,5,5,6,6,7,7,5,6,7,7,7,4,5,5,6,6,6,6,6,7,8,8,9,9,9,10
959,960,5,5,5,6,6,3,3,3,3,3,4,5,5,5,6,3,4,4,4,5,3,3,4,4,4,2,2,3,3,4,3,3,3,3,4
960,961,3,4,5,6,6,3,4,5,6,7,1,2,3,4,4,6,6,6,6,6,1,2,2,2,3,2,2,2,3,3,2,2,2,2,2
961,962,4,5,5,5,5,1,1,2,3,3,5,5,6,6,6,2,3,4,4,4,2,3,3,4,5,6,6,6,6,7,7,6,7,7,8
962,963,5,5,5,5,5,1,1,2,3,3,5,6,6,6,6,1,1,1,1,1,2,3,3,4,4,1,2,2,2,2,2,1,2,1,1
963,964,5,5,5,6,7,3,4,4,5,6,2,3,3,4,4,5,5,5,5,6,3,4,4,4,4,4,4,5,5,5,4,4,5,5,5
964,965,3,3,3,3,3,2,3,4,5,5,5,6,6,7,7,4,5,5,5,5,5,5,6,6,7,5,5,5,5,5,5,5,6,6,6
965,966,4,4,4,5,5,2,2,2,2,3,4,4,4,4,4,3,4,4,5,6,6,7,7,7,7,1,1,1,2,2,1,1,1,1,1
966,967,2,3,3,3,3,4,5,6,6,6,4,4,4,5,6,3,3,3,3,4,6,7,7,7,7,2,3,3,4,4,4,4,5,5,5
967,968,4,5,5,5,5,3,4,5,6,7,1,1,1,1,1,1,2,3,3,3,5,6,7,7,7,4,5,6,7,8,7,7,9,9,10
968,969,4,4,4,5,5,1,1,1,1,2,1,1,2,3,3,2,2,3,4,4,4,4,4,5,6,2,3,3,3,4,3,3,4,3,4
969,970,1,2,2,2,3,1,2,2,2,3,5,5,5,5,6,1,2,2,3,4,1,2,2,3,4,3,4,5,6,6,7,6,7,7,8
970,971,2,2,3,4,5,5,5,6,6,7,2,2,2,3,3,5,6,6,6,6,6,7,7,7,7,5,5,5,6,6,5,6,6,7,7
971,972,5,5,5,5,7,2,3,3,4,5,4,4,5,6,6,1,2,2,3,3,3,3,4,5,5,5,5,6,6,7,7,6,8,7,8
972,973,1,1,1,1,2,2,3,3,3,3,4,4,4,4,5,1,2,3,3,4,6,6,6,7,7,1,2,3,4,5,5,5,6,6,6
973,974,1,1,2,2,3,2,3,3,3,3,3,3,4,4,4,4,4,5,5,5,5,6,6,7,7,5,5,6,7,8,8,8,9,10,10
974,975,5,5,5,6,6,4,4,5,5,5,3,3,3,3,4,3,3,3,4,5,2,2,3,3,4,2,2,2,2,2,1,1,1,1,1
975,976,5,5,5,6,6,1,2,3,4,5,3,4,4,5,5,5,5,5,6,6,2,3,4,5,6,6,6,6,7,8,7,7,8,8,9
976,977,4,5,5,6,6,3,3,4,4,5,1,1,2,3,4,6,6,7,7,7,2,2,2,2,2,4,5,5,6,6,5,5,5,6,6
977,978,5,5,5,5,5,1,2,3,4,4,1,2,3,4,4,2,3,3,4,4,2,2,3,4,4,4,4,5,6,6,6,5,6,6,7
978,979,4,5,5,5,7,2,3,3,4,5,5,5,5,5,5,6,6,6,6,6,4,5,5,6,7,4,5,6,6,7,7,6,7,7,8
979,980,2,3,4,5,5,5,5,5,5,5,5,6,6,6,6,1,1,2,3,4,4,5,6,7,7,5,6,6,6,6,6,7,7,7,8
980,981,5,5,5,5,5,1,1,2,3,3,4,5,5,5,6,4,4,5,6,6,1,2,3,4,5,1,1,1,1,2,1,1,0,0,1
981,982,3,4,4,5,5,1,2,3,3,3,3,3,4,5,6,6,6,7,7,7,5,5,5,6,7,6,6,6,6,8,7,7,8,8,9
982,983,3,3,4,4,5,3,3,4,4,5,1,2,3,3,4,1,1,2,2,2,4,5,6,6,6,3,4,5,5,5,5,4,6,6,6
983,984,2,3,3,3,4,4,4,5,5,6,4,4,5,6,6,3,3,4,4,4,1,1,1,2,3,1,2,3,3,3,3,3,3,3,3
984,985,1,1,1,2,3,1,1,2,3,3,3,3,3,4,4,2,3,3,3,4,4,5,6,7,7,2,3,4,5,5,5,5,5,6,7
985,986,5,5,5,6,6,2,3,4,5,5,5,6,6,6,6,4,5,6,7,7,5,5,6,6,6,5,6,6,6,7,7,6,7,7,8
986,987,3,3,4,5,5,3,4,5,5,5,3,4,4,4,4,2,2,3,3,4,1,2,3,4,5,2,2,2,3,3,2,2,2,2,3
987,988,2,2,3,4,4,5,5,5,5,5,3,4,5,6,6,3,3,3,3,4,3,4,5,6,6,1,2,2,2,2,1,2,2,2,2
988,989,3,4,5,5,6,3,3,3,4,4,5,6,6,7,7,1,1,2,3,3,6,7,7,7,7,5,5,5,6,6,6,6,7,7,8
989,990,5,5,5,6,7,5,5,6,6,7,3,4,4,5,5,4,5,5,5,5,1,1,1,1,1,6,6,6,7,7,7,7,7,7,8
990,991,5,5,5,5,5,4,4,5,5,6,4,5,5,6,7,5,6,6,6,7,1,2,3,3,3,5,5,6,7,7,7,7,7,7,8
991,992,2,3,4,5,5,4,5,6,6,6,3,3,3,3,3,1,1,2,3,4,4,4,5,6,6,4,4,5,6,7,7,7,8,8,9
992,993,3,3,3,4,5,4,4,4,4,5,3,4,4,4,4,6,6,6,6,6,1,2,3,3,4,6,6,6,7,8,8,8,8,8,9
993,994,1,1,2,2,2,4,5,6,6,6,3,4,4,5,6,1,2,3,4,5,6,6,7,7,7,6,6,6,6,6,6,7,8,8,9
994,995,4,4,5,5,6,4,5,6,6,7,3,3,4,5,5,4,4,4,5,6,6,6,6,6,6,6,6,6,6,8,8,8,9,9,10
995,996,2,3,4,5,5,1,2,3,3,3,5,6,6,6,6,6,6,6,7,7,1,1,2,3,4,6,6,6,7,7,7,7,7,7,8
996,997,5,5,5,5,7,2,2,3,4,5,1,1,2,2,3,5,5,5,6,7,6,7,7,7,7,4,4,4,4,5,4,4,5,5,5
997,998,1,1,1,2,3,4,4,4,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,7,7,7,8,8,9
998,999,1,1,2,2,3,1,1,2,2,2,5,6,6,7,7,3,3,3,4,5,4,4,4,5,6,3,3,3,3,3,3,3,3,3,3
999,1000,2,2,2,2,3,2,2,3,4,4,1,2,2,2,3,1,1,2,2,2,1,2,2,3,4,4,5,4,6,6,6,6,7,7,8
